1.010010349157409160e+06,-9.999999979275897145e+07,-1.009979317591644859e+10
2.735238765571487602e+05,-6.943936393971974030e+06,-2.734928033167402744e+09
1.617613658806419699e+05,-2.302834407783536240e+06,-1.617302023827442646e+09
1.165678164294813760e+05,-1.135445515505704330e+06,-1.165365140922024012e+09
9.211576498814964725e+04,-6.741248997837423813e+05,-9.208427523107429743e+08
7.679140238526409667e+04,-4.459647143945683492e+05,-7.675967662998645306e+08
6.628773156845048652e+04,-3.167070239657937200e+05,-6.625572123911402225e+08
5.863921522913123772e+04,-2.364681485182221513e+05,-5.860687175297708511e+08
5.282101228942960734e+04,-1.832656152876647539e+05,-5.278828709735280275e+08
4.824635099452822033e+04,-1.461883519877413055e+05,-4.821319552164202332e+08
4.455506055028586707e+04,-1.193217179226676672e+05,-4.452142623649402261e+08
4.151381544986681547e+04,-9.923368949373143550e+04,-4.147965374044383168e+08
3.896481351260731026e+04,-8.382179266678541899e+04,-3.893007585878667235e+08
3.679750650707163732e+04,-7.173971349235251546e+04,-3.676214436664232612e+08
3.493214430287513824e+04,-6.209296260786864877e+04,-3.489610914078677297e+08
3.330974800978702115e+04,-5.426841576497200731e+04,-3.327299129876421690e+08
3.188576094466565701e+04,-4.783442307451436500e+04,-3.184823416583209038e+08
3.062589424301498002e+04,-4.247997093010188109e+04,-3.058754888652694225e+08
2.950333027665842383e+04,-3.797637443930721201e+04,-2.946411784234729409e+08
2.849679287939417554e+04,-3.415244554260566656e+04,-2.845666487741625905e+08
2.758918632993815845e+04,-3.087797938540650284e+04,-2.754809428142986298e+08
2.676661668244253087e+04,-2.805252035856188013e+04,-2.672451212017821670e+08
2.601767573543926119e+04,-2.559756322272741090e+04,-2.597451020448887944e+08
2.533290893020732983e+04,-2.345103930318796483e+04,-2.528863398859080672e+08
2.470441432050325602e+04,-2.156335342174183825e+04,-2.465898153983885050e+08
2.412553643150960124e+04,-1.989449243295962151e+04,-2.407889739765366018e+08
2.359062980769744900e+04,-1.841188656380228349e+04,-2.354273612137365937e+08
2.309487441840191605e+04,-1.708880761741601236e+04,-2.304567769581860304e+08
2.263413012025803619e+04,-1.590315536731303837e+04,-2.258358199371283650e+08
2.220482086387687741e+04,-1.483652823303832702e+04,-2.215287298234872222e+08
2.180384178623791740e+04,-1.387350460328927693e+04,-2.175044581596680284e+08
2.142848408002006181e+04,-1.300108195445827005e+04,-2.137359170507563949e+08
2.107637379416543263e+04,-1.220823537612029213e+04,-2.101993671700579226e+08
2.074542164226255409e+04,-1.148556731072290677e+04,-2.068739158428479135e+08
2.043378157603429645e+04,-1.082502758811244712e+04,-2.037411027811857462e+08
2.013981638864892011e+04,-1.021968808220295978e+04,-2.007845561169776917e+08
1.986206899439599511e+04,-9.663560141394043967e+03,-1.979897051987042427e+08
1.959923832110572403e+04,-9.151445759216807346e+03,-1.953435395155962706e+08
1.935015897352182583e+04,-8.678815542663953238e+03,-1.928344053313594460e+08
1.911378399694329710e+04,-8.241708102375272574e+03,-1.904518333205972314e+08
2.855632243630841840e+05,-2.826086695331718028e+07,-8.059444635251715183e+08
7.742591406074483530e+04,-1.962407117648805026e+06,-2.177288349646850526e+08
4.584122721311866917e+04,-6.507842037142367335e+05,-1.284645350023322552e+08
3.306970707108511851e+04,-3.208628176867183065e+05,-9.236614281649838388e+07
2.616011398376054058e+04,-1.904824682997715136e+05,-7.283232961897730827e+07
2.183028442642942173e+04,-1.259952865718356625e+05,-6.058741678082760423e+07
